"id","pricelist_id/id","categ_id/id","ile1_id/id","ile2_id/id","fixed_price","official_price","applied_on","date_start"
"fretlist0_item1","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_86","l10n_pf_islands.state_pf_44",60950,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item2","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_85","l10n_pf_islands.state_pf_44",60950,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item3","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_108","l10n_pf_islands.state_pf_44",60950,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item4","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_84","l10n_pf_islands.state_pf_44",60950,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item5","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_82","l10n_pf_islands.state_pf_44",60950,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item6","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_81","l10n_pf_islands.state_pf_44",60950,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item7","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_97","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item8","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_55","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item9","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_52","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item10","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_102","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item11","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_49","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item12","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_38","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item13","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_32","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item14","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_69","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item15","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_30","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item16","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_103","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item17","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_68","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item18","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_12",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item19","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_45",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item20","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_16",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item21","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_54",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item22","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_53",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item23","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_29",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item24","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_63","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item25","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_12",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item26","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_45",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item27","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_16",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item28","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_54",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item29","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_53",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item30","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_29",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item31","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_31","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item32","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_12",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item33","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_45",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item34","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_16",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item35","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_54",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item36","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_53",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item37","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_29",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item38","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_28","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item39","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_12",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item40","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_45",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item41","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_16",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item42","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_54",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item43","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_53",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item44","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_29",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item45","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_11","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item46","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_12",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item47","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_45",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item48","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_16",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item49","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_54",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item50","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_53",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item51","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_29",25220,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item52","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_9","l10n_pf_islands.state_pf_44",60050,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item53","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item54","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item55","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item56","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item57","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item58","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item59","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_94","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item60","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item61","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item62","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item63","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item64","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item65","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item66","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_95","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item67","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item68","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item69","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item70","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item71","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item72","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item73","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_111","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item74","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item75","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item76","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item77","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item78","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item79","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item80","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_96","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item81","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item82","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item83","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item84","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item85","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item86","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item87","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_48","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item88","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item89","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item90","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item91","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item92","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item93","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item94","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_90","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item95","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item96","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item97","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item98","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item99","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item100","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item101","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_42","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item102","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item103","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item104","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item105","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item106","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item107","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item108","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_110","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item109","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item110","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item111","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item112","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item113","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item114","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item115","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_109","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item116","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item117","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item118","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item119","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item120","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item121","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item122","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_98","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item123","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item124","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item125","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item126","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item127","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item128","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item129","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_37","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item130","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_12",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item131","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_45",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item132","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_16",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item133","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_54",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item134","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_53",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item135","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_29",35550,1,"2_product_category",2019-01-01 10:00:00
"fretlist0_item136","revatua_armateur.fretlist0","revatua_armateur.product_cat_frigodgae","l10n_pf_islands.state_pf_100","l10n_pf_islands.state_pf_44",60670,1,"2_product_category",2019-01-01 10:00:00
